CMPD_CHEMBLID,exp,smiles,wACSF_Rad0_0,wACSF_Rad0_1,wACSF_Rad0_2,wACSF_Rad1_0,wACSF_Rad1_1,wACSF_Rad1_2,wACSF_Rad2_0,wACSF_Rad2_1,wACSF_Rad2_2,wACSF_Rad3_0,wACSF_Rad3_1,wACSF_Rad3_2,wACSF_Rad4_0,wACSF_Rad4_1,wACSF_Rad4_2,wACSF_Rad5_0,wACSF_Rad5_1,wACSF_Rad5_2,wACSF_Rad6_0,wACSF_Rad6_1,wACSF_Rad6_2,wACSF_Rad7_0,wACSF_Rad7_1,wACSF_Rad7_2,wACSF_Rad8_0,wACSF_Rad8_1,wACSF_Rad8_2,wACSF_Rad9_0,wACSF_Rad9_1,wACSF_Rad9_2,wACSF_Rad10_0,wACSF_Rad10_1,wACSF_Rad10_2,wACSF_Rad11_0,wACSF_Rad11_1,wACSF_Rad11_2,wACSF_Rad12_0,wACSF_Rad12_1,wACSF_Rad12_2,wACSF_Rad13_0,wACSF_Rad13_1,wACSF_Rad13_2,wACSF_Rad14_0,wACSF_Rad14_1,wACSF_Rad14_2,wACSF_Rad15_0,wACSF_Rad15_1,wACSF_Rad15_2,wACSF_Rad16_0,wACSF_Rad16_1,wACSF_Rad16_2,wACSF_Rad17_0,wACSF_Rad17_1,wACSF_Rad17_2,wACSF_Rad18_0,wACSF_Rad18_1,wACSF_Rad18_2,wACSF_Rad19_0,wACSF_Rad19_1,wACSF_Rad19_2,wACSF_Rad20_0,wACSF_Rad20_1,wACSF_Rad20_2,wACSF_Rad21_0,wACSF_Rad21_1,wACSF_Rad21_2,wACSF_Rad22_0,wACSF_Rad22_1,wACSF_Rad22_2,wACSF_Rad23_0,wACSF_Rad23_1,wACSF_Rad23_2,wACSF_Rad24_0,wACSF_Rad24_1,wACSF_Rad24_2,wACSF_Ang0_0,wACSF_Ang0_1,wACSF_Ang0_2,wACSF_Ang1_0,wACSF_Ang1_1,wACSF_Ang1_2,wACSF_Ang2_0,wACSF_Ang2_1,wACSF_Ang2_2,wACSF_Ang3_0,wACSF_Ang3_1,wACSF_Ang3_2,wACSF_Ang4_0,wACSF_Ang4_1,wACSF_Ang4_2,wACSF_Ang5_0,wACSF_Ang5_1,wACSF_Ang5_2,wACSF_Ang6_0,wACSF_Ang6_1,wACSF_Ang6_2,wACSF_Ang7_0,wACSF_Ang7_1,wACSF_Ang7_2,wACSF_Ang8_0,wACSF_Ang8_1,wACSF_Ang8_2,wACSF_Ang9_0,wACSF_Ang9_1,wACSF_Ang9_2,wACSF_Ang10_0,wACSF_Ang10_1,wACSF_Ang10_2,wACSF_Ang11_0,wACSF_Ang11_1,wACSF_Ang11_2,wACSF_Ang12_0,wACSF_Ang12_1,wACSF_Ang12_2,wACSF_Ang13_0,wACSF_Ang13_1,wACSF_Ang13_2,wACSF_Ang14_0,wACSF_Ang14_1,wACSF_Ang14_2,wACSF_Ang15_0,wACSF_Ang15_1,wACSF_Ang15_2,wACSF_Ang16_0,wACSF_Ang16_1,wACSF_Ang16_2,wACSF_Ang17_0,wACSF_Ang17_1,wACSF_Ang17_2,wACSF_Ang18_0,wACSF_Ang18_1,wACSF_Ang18_2,wACSF_Ang19_0,wACSF_Ang19_1,wACSF_Ang19_2,wACSF_Ang20_0,wACSF_Ang20_1,wACSF_Ang20_2,wACSF_Ang21_0,wACSF_Ang21_1,wACSF_Ang21_2,wACSF_Ang22_0,wACSF_Ang22_1,wACSF_Ang22_2,wACSF_Ang23_0,wACSF_Ang23_1,wACSF_Ang23_2,wACSF_Ang24_0,wACSF_Ang24_1,wACSF_Ang24_2,wACSF_Ang25_0,wACSF_Ang25_1,wACSF_Ang25_2,wACSF_Ang26_0,wACSF_Ang26_1,wACSF_Ang26_2,wACSF_Ang27_0,wACSF_Ang27_1,wACSF_Ang27_2
1746,CHEMBL1809204,3.7,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(F)ccn34)N5CCN(CC5)C(=O)C,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,57.0,1.0,0.0,44.0,14.0,0.0,53.0,5.0,0.0,32.0,18.0,8.0,27.0,19.0,12.0,43.0,14.0,1.0,57.0,1.0,0.0,57.0,0.0,1.0,57.0,1.0,0.0,58.0,0.0,0.0,56.0,2.0,0.0,37.0,21.0,0.0,54.0,4.0,0.0,41.0,17.0,0.0,37.0,21.0,0.0,54.0,4.0,0.0,55.0,3.0,0.0,57.0,1.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,10.0,44.0,4.0,5.0,29.0,24.0,38.0,20.0,0.0,57.0,1.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,54.0,4.0,0.0,41.0,17.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0,58.0,0.0,0.0
1747,CHEMBL1796298,1.78,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncn5)cc3,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,59.0,1.0,0.0,58.0,2.0,0.0,47.0,13.0,0.0,56.0,4.0,0.0,38.0,16.0,6.0,29.0,23.0,8.0,44.0,13.0,3.0,56.0,4.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,58.0,2.0,0.0,35.0,25.0,0.0,59.0,1.0,0.0,44.0,16.0,0.0,33.0,25.0,2.0,54.0,6.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,38.0,21.0,0.0,37.0,23.0,50.0,10.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,56.0,4.0,0.0,55.0,5.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0
1748,CHEMBL2335878,2.29,CN(C)CCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,53.0,2.0,0.0,33.0,22.0,0.0,51.0,4.0,0.0,29.0,21.0,5.0,25.0,21.0,9.0,42.0,12.0,1.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,50.0,5.0,0.0,37.0,18.0,0.0,54.0,1.0,0.0,35.0,20.0,0.0,33.0,22.0,0.0,52.0,3.0,0.0,54.0,1.0,0.0,54.0,1.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,15.0,39.0,1.0,16.0,31.0,8.0,50.0,5.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,53.0,2.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0
1749,CHEMBL487274,2.35,CC1=CC2=NNC(=O)N2c3ccccc13,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,23.0,1.0,0.0,24.0,0.0,0.0,19.0,4.0,1.0,11.0,9.0,4.0,11.0,9.0,4.0,21.0,3.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,23.0,1.0,0.0,13.0,11.0,0.0,21.0,2.0,1.0,19.0,4.0,1.0,17.0,7.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,8.0,16.0,0.0,6.0,18.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,16.0,7.0,1.0,17.0,7.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0
1750,CHEMBL1977402,2.09,Cc1cc(c(S)cc1Cl)S(=O)(=O)Nc2nc(Nc3ccc(Cl)cc3)n[nH]2,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,36.0,3.0,0.0,30.0,9.0,0.0,34.0,5.0,0.0,20.0,14.0,5.0,17.0,15.0,7.0,27.0,9.0,3.0,34.0,5.0,0.0,33.0,2.0,4.0,33.0,6.0,0.0,39.0,0.0,0.0,36.0,3.0,0.0,27.0,12.0,0.0,37.0,2.0,0.0,34.0,5.0,0.0,30.0,9.0,0.0,38.0,1.0,0.0,36.0,3.0,0.0,30.0,9.0,0.0,36.0,3.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,14.0,18.0,7.0,6.0,13.0,20.0,22.0,17.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,36.0,3.0,0.0,27.0,12.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0
1751,CHEMBL2179281,1.69,CCCCC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,70.0,2.0,0.0,72.0,0.0,0.0,69.0,3.0,0.0,52.0,15.0,5.0,47.0,20.0,5.0,54.0,16.0,2.0,70.0,2.0,0.0,71.0,1.0,0.0,71.0,0.0,1.0,71.0,0.0,1.0,69.0,3.0,0.0,67.0,5.0,0.0,69.0,3.0,0.0,64.0,8.0,0.0,59.0,13.0,0.0,69.0,3.0,0.0,72.0,0.0,0.0,69.0,3.0,0.0,69.0,3.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,44.0,28.0,0.0,17.0,25.0,30.0,9.0,53.0,10.0,68.0,4.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,54.0,18.0,0.0,70.0,2.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0
1752,CHEMBL1829249,2.32,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccc(Cl)cc4,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,62.0,2.0,0.0,37.0,27.0,0.0,61.0,2.0,1.0,43.0,16.0,5.0,36.0,18.0,10.0,48.0,14.0,2.0,57.0,5.0,2.0,60.0,3.0,1.0,63.0,1.0,0.0,64.0,0.0,0.0,62.0,2.0,0.0,44.0,20.0,0.0,60.0,4.0,0.0,51.0,12.0,1.0,43.0,21.0,0.0,54.0,10.0,0.0,60.0,4.0,0.0,61.0,3.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,35.0,29.0,0.0,9.0,17.0,38.0,10.0,53.0,1.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,63.0,1.0,0.0,47.0,17.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0,64.0,0.0,0.0
1753,CHEMBL779,2.6,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c5ccc6OCOc6c5)C1=O,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,47.0,1.0,0.0,30.0,18.0,0.0,41.0,7.0,0.0,26.0,16.0,6.0,21.0,13.0,14.0,36.0,8.0,4.0,45.0,3.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,42.0,6.0,0.0,24.0,24.0,0.0,38.0,10.0,0.0,36.0,12.0,0.0,34.0,13.0,1.0,38.0,9.0,1.0,46.0,2.0,0.0,47.0,1.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,20.0,23.0,5.0,6.0,18.0,24.0,18.0,30.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,45.0,3.0,0.0,30.0,18.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0
1754,CHEMBL1916266,0.27,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccn3,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,53.0,2.0,0.0,32.0,23.0,0.0,49.0,6.0,0.0,36.0,12.0,7.0,29.0,16.0,10.0,42.0,9.0,4.0,49.0,5.0,1.0,52.0,1.0,2.0,52.0,3.0,0.0,55.0,0.0,0.0,53.0,2.0,0.0,35.0,20.0,0.0,51.0,4.0,0.0,46.0,9.0,0.0,45.0,10.0,0.0,51.0,4.0,0.0,52.0,3.0,0.0,51.0,4.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,29.0,26.0,0.0,5.0,21.0,29.0,26.0,29.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,41.0,14.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0
1755,CHEMBL1330968,1.87,CC1=C(OCc2ccccc2)C(=O)C=CO1,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,23.0,5.0,0.0,24.0,4.0,0.0,14.0,10.0,4.0,14.0,10.0,4.0,24.0,4.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,25.0,3.0,0.0,19.0,9.0,0.0,26.0,2.0,0.0,21.0,7.0,0.0,20.0,8.0,0.0,26.0,2.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,2.0,18.0,8.0,0.0,19.0,9.0,26.0,2.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,22.0,6.0,0.0,21.0,7.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0
1756,CHEMBL1372682,3.83,O=C(CC12CC3CC(CC(C3)C1)C2)Nc4cccc5ncccc45,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,47.0,1.0,0.0,48.0,0.0,0.0,47.0,1.0,0.0,37.0,10.0,1.0,31.0,14.0,3.0,34.0,10.0,4.0,44.0,3.0,1.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,44.0,4.0,0.0,45.0,3.0,0.0,43.0,5.0,0.0,34.0,14.0,0.0,40.0,8.0,0.0,46.0,2.0,0.0,46.0,2.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,8.0,35.0,5.0,0.0,21.0,27.0,26.0,22.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,44.0,4.0,0.0,34.0,14.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0
1757,CHEMBL50627,1.88,O=C1C(=O)c2cccnc2c3ccccc13,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,16.0,7.0,0.0,16.0,7.0,0.0,19.0,4.0,0.0,9.0,8.0,6.0,9.0,6.0,8.0,17.0,6.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,22.0,1.0,0.0,16.0,7.0,0.0,23.0,0.0,0.0,9.0,13.0,1.0,13.0,6.0,4.0,17.0,6.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,8.0,15.0,0.0,6.0,17.0,21.0,2.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,17.0,6.0,0.0,17.0,6.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0
1758,CHEMBL980,0.24,COc1ccccc1OCC(O)CO,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,26.0,2.0,0.0,26.0,2.0,0.0,20.0,8.0,0.0,28.0,0.0,0.0,17.0,9.0,2.0,16.0,9.0,3.0,23.0,4.0,1.0,27.0,1.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,23.0,5.0,0.0,19.0,9.0,0.0,28.0,0.0,0.0,22.0,6.0,0.0,21.0,7.0,0.0,28.0,0.0,0.0,27.0,1.0,0.0,27.0,1.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,16.0,12.0,0.0,12.0,16.0,23.0,5.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,23.0,5.0,0.0,18.0,10.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0
1759,CHEMBL2011920,2.5,CNc1c(Br)cnc2[nH]c(nc12)c3cnn(c3)C4CCN(C)CC4,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,40.0,4.0,0.0,30.0,10.0,4.0,25.0,15.0,4.0,35.0,8.0,1.0,43.0,1.0,0.0,44.0,0.0,0.0,43.0,0.0,1.0,43.0,0.0,1.0,42.0,2.0,0.0,39.0,5.0,0.0,40.0,4.0,0.0,41.0,3.0,0.0,41.0,3.0,0.0,43.0,1.0,0.0,43.0,1.0,0.0,42.0,2.0,0.0,42.0,2.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,5.0,36.0,3.0,7.0,22.0,15.0,38.0,6.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,41.0,3.0,0.0,39.0,5.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0
1760,CHEMBL180966,2.86,CN(CC[C@@H](Oc1ccc(cc1)c2ccccc2)c3ccc(F)cc3)CC(=O)O,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,52.0,1.0,0.0,37.0,16.0,0.0,51.0,2.0,0.0,31.0,19.0,3.0,28.0,17.0,8.0,42.0,9.0,2.0,51.0,2.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,51.0,2.0,0.0,33.0,20.0,0.0,53.0,0.0,0.0,43.0,10.0,0.0,34.0,19.0,0.0,51.0,2.0,0.0,53.0,0.0,0.0,52.0,1.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,17.0,31.0,5.0,12.0,19.0,22.0,24.0,29.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,51.0,2.0,0.0,39.0,14.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0
1761,CHEMBL622,0.49,CCc1cccc2c3CCOC(CC)(CC(=O)O)c3[nH]c12,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,40.0,2.0,0.0,42.0,0.0,0.0,40.0,2.0,0.0,30.0,9.0,3.0,26.0,10.0,6.0,32.0,9.0,1.0,41.0,1.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,41.0,1.0,0.0,29.0,13.0,0.0,39.0,3.0,0.0,36.0,6.0,0.0,34.0,8.0,0.0,39.0,3.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,8.0,23.0,11.0,0.0,10.0,32.0,23.0,19.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,36.0,6.0,0.0,32.0,10.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0
1762,CHEMBL1094168,3.88,CS(=O)(=O)c1ccc(cc1)[C@H](CC2CCCC2)C(=O)Nc3nccs3,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,40.0,7.0,0.0,25.0,22.0,0.0,44.0,3.0,0.0,36.0,7.0,4.0,25.0,9.0,13.0,31.0,9.0,7.0,32.0,13.0,2.0,41.0,2.0,4.0,44.0,3.0,0.0,47.0,0.0,0.0,45.0,2.0,0.0,29.0,18.0,0.0,38.0,9.0,0.0,36.0,11.0,0.0,31.0,16.0,0.0,41.0,6.0,0.0,44.0,3.0,0.0,43.0,4.0,0.0,45.0,2.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,23.0,23.0,1.0,13.0,19.0,15.0,19.0,28.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,33.0,14.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0
